,sample1,sample2,sample3,t1,combined_effect,Count,STE,mono_s1_effect,mono_s1_Count,mono_s1_STE,mono_s1_qual_e,mono_s2_effect,mono_s2_Count,mono_s2_STE,mono_s2_qual_e,mono_s3_effect,mono_s3_Count,mono_s3_STE,mono_s3_qual_e,additive_single,mean_single,strongest_single
18,B_albus,B_albus,P_corrugata,520.3475,-2.350170253802564,12,8.419169702280007,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,-2.444866897376543,16,8.527663018527738,-,-2.768629602120922,-0.9228765340403072,-2.444866897376543
19,B_albus,B_albus,P_koreensis1,309.1865,-2.870722456717061,8,8.268204054117799,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,-3.0806494647724176,3,8.457991157018645,-,-3.4044121695167964,-1.1348040565055988,-3.0806494647724176
20,B_albus,B_albus,P_koreensis2,349.32550000000003,-2.748662959119012,14,8.113771616904845,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,-2.8577724666950157,14,8.449351249455624,-,-3.1815351714393945,-1.0605117238131314,-2.8577724666950157
21,B_albus,B_albus,P_monteilii1,342.6145,-2.7680612030127207,6,8.021088796773004,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,-3.725173686179471,6,8.057462713095045,-,-4.04893639092385,-1.3496454636412833,-3.725173686179471
22,B_albus,B_albus,P_monteilii2,272.494,-2.9970505159040863,15,8.23706707461639,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,-3.4057806532246064,10,8.340370466170931,-,-3.729543357968985,-1.2431811193229951,-3.4057806532246064
23,B_albus,B_albus,P_mosselii,527.7860000000001,-2.3359762128978683,10,8.343838100475477,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,-2.8896051566140897,9,8.166303037424205,-,-3.2133678613584684,-1.0711226204528228,-2.8896051566140897
24,B_albus,B_albus,P_putida1,189.339,-3.3611280522337283,11,8.464516376697949,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,-3.193974639073774,14,8.430923337534912,-,-3.517737343818153,-1.172579114606051,-3.193974639073774
25,B_albus,B_albus,P_putida2,213.466,-3.2411895420148755,7,7.923749608399593,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,-3.516657281437793,12,8.503266583704185,-,-3.8404199861821717,-1.2801399953940573,-3.516657281437793
26,B_albus,B_albus,P_putida3,272.32950000000005,-2.9976543812109195,10,8.211970696376037,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,-3.342526296187483,11,8.447172800478857,-,-3.6662890009318616,-1.2220963336439539,-3.342526296187483
27,B_albus,B_albus,P_simiae,501.137,-2.387787594619159,15,8.345006753832964,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,-2.2834259074224796,5,8.402770975652023,-,-2.6071886121668584,-0.8690628707222862,-2.2834259074224796
28,B_albus,B_albus,RP1,468.554,-2.4550157549071847,11,8.506528411275234,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,-2.33802649190201,13,8.4949470762183,-,-2.6617891966463887,-0.8872630655487962,-2.33802649190201
29,B_albus,B_albus,S_rhizophila,6262.7685,0.13771050730918905,14,8.552023028768087,-0.1618813523721894,11,8.541797266537115,-,-0.1618813523721894,11,8.541797266537115,-,0.1559805999711427,12,8.516135911480227,+,-0.1677821047732361,-0.055927368257745365,-0.1618813523721894
30,B_albus,B_cereus,B_cereus,3545.167,-0.4313265649560341,3,8.552023028768087,-0.1618813523721894,11,8.541797266537115,-,0.05961666735105992,8,8.120413375004107,+,0.05961666735105992,8,8.120413375004107,+,-0.04264801767006956,-0.014216005890023186,-0.1618813523721894
